# Dictionnaire de racines pures (fototeny) malgaches pour malagasy-stemmer
# Format: racine\tcatégorie (v=verbe, n=nom, adj=adjectif, adv=adverbe, prep=préposition, pron=pronom, conj=conjonction, num=numéral, misc=divers)
# Les entrées DOIVENT être triées par ordre alphabétique (requis par fst::MapBuilder).
# Sources: Dictionnaire canonique, Kaikki/Wiktionnaire, Rakibolana Malagasy de l'Académie.
doaka	misc
doana	v
doany	n
doba	adj
dobarabe	adj
dobebaka	v
dobibika	misc
dobka	adj
dobo	n
doboboka	n
dobodobony	n
dobofilomanasana	n
dobofoka	n
dobohana	v
doboka	n
doda	n
dodana	adj
dodibika	v
dodoka	adj
dodona	v
dodoria	v
dodosina	n
dofa	adj
dofaka	n
dofitra	n
dofodofotra	adj
dofoka	adj
dofotra	adj
dogaga	adj
dohaka	n
dohka	adj
dohoka	misc
doka	n
dokambarotra	n
doko	n
dokoa	n
dokoroka	n
dokotera	n
dokotra	n
dola	misc
dolara	n
dolotra	n
domatina	n
domba	adj
dombo	adj
dombolo	n
domelina	adj
dona	n
donaka	n
donamiuerina	misc
donanaka	v
donda	adj
dondona	adj
dondrina	adj
donendrina	n
donga	adj
dongaingy	adj
dongara	n
dongona	n
dongy	n
donika	n
donna	adj
dononaka	n
donto	v
dontonana	n
dora	adj
doraraka	n
dorehitra	adj
doretra	n
doria	v
dorkasy	n
doro	v
doroboka	adj
doroka	misc
dororororo	misc
dory	n
dosika	adj
dosy	misc
dota	v
dotra	v
dovy	n
dradraka	n
drafana	n
drafitra	misc
draho	n
draidraidraidray	n
draiko	n
drako	n
drano	n
dray	misc
dredridredry	n
dredro	n
dreho	misc
driaka	v
driatra	n
dridra	n
dridralava	n
dridridridry	n
dridroka	n
drikina	v
drodroka	adj
drokidroky	n
droky	v
dupoivre	n
eatsavatsa	v
ebakebaka	n
ebana	misc
ebanebana	v
ebo	n
ede	n
edede	n
edika	v
edikedika	n
edinedina	v
editay	misc
edre	misc
edrey	misc
efa	adv
efadafy	n
efajoro	n
efakefaka	n
efamira	n
efapolo	num
efatra	num
efatraambinifolo	num
efitra	n
efoka	n
efokefoka	n
efona	v
efonefona	n
eglizy	n
ehaka	n
ehana	n
ehe	misc
ehitra	n
eiakelaka	n
eisy	n
ejipta	n
ekany	v
ekinksa	n
ekipa	n
ekoatera	n
eky	n
ela	v
elabakaka	n
eladrano	n
elaka	n
elakelaka	n
elaneiana	n
elanelampanahy	n
elanelana	n
elatra	n
elatrelatra	n
elefanta	n
elektrika	adj
elektrisite	n
elektrnika	adj
elika	misc
elo	n
elonelo	n
ely	v
elyra	n
embana	n
emboka	n
embona	v
emonemona	misc
empaka	v
empo	n
empoka	n
emponempona	misc
endaka	n
endany	misc
endray	n
endre	misc
endresy	n
endrika	n
endrikendriha	v
endrikendrika	n
endrina	n
endrinendrina	adj
endrisy	misc
endrlka	adj
endry	n
endy	adj
enga	v
engade	misc
engana	n
enina	num
eninaambinifolo	num
eninkenina	n
enjika	n
enjina	v
enjinenjina	misc
entambarotra	n
entana	n
entanavery	n
eny	misc
eo	v
eokaristia	n
epistemolojia	n
epistily	n
epistola	n
epo	n
epoka	n
era	v
erana	n
erika	n
erikitra	v
erina	misc
erinerina	n
eritra	n
eritreritra	n
eroa	n
eroana	v
erokatra	v
erona	n
erony	v
erotra	n
ertnerina	misc
ery	n
esanesana	misc
esiesy	n
esihesy	v
esikesika	n
esinesina	n
eso	v
esona	misc
esotra	n
espaniola	n
esy	misc
etaketaka	n
etazonia	n
etiketika	n
etiketlka	misc
eto	adv
etoana	v
etona	n
etondraratra	n
etony	v
etra	misc
etro	n
etroa	n
etry	n
etsaka	n
etsaketsaka	v
etsetra	misc
etsy	adv
etsyange	n
ety	adj
euotra	v
euro	n
evanevana	n
evanjelisitra	n
evanjely	n
eveka	n
evina	n
evoka	misc
evotra	n
ezaka	n
ezanezana	v
ezinezina	adj
fa	v
fadiafohehera	adj
fadiditra	n
fadimbolana	n
fadinay	misc
fadindamboaminamboa	n
fadiny	n
fadiranaovana	adj
faditra	n
faditraovana	adj
fady	n
fadyizany	n
fafa	v
fafana	n
fafatra	adj
fafirano	n
fafy	n
faha	adj
fahiny	v
fahirano	n
fahitalavitra	n
fahitambaovao	n
fahitana	n
fahitra	n
fahitrolona	n
fahizany	v
fahizay	v
faho	misc
fahoriana	n
fahosana	n
fahotana	n
fahoviana	v
fahy	n
faika	n
faikona	n
faingana	adv
faingna	adj
faingoka	n
faingomihantona	n
faingy	v
faisana	n
faitra	n
fajiry	n
faka	n
fakamalao	n
fakamitanahy	n
fakantahaka	n
fakantsary	n
fako	n
faktiora	n
fala	n
faladia	n
faladrano	n
falafa	n
falamakavava	n
falana	n
falano	n
falia	n
falihavanja	misc
falimpo	n
faly	adj
falyhavanja	n
famoa	n
fana	n
fanalana	n
fangy	v
fanitso	n
fanja	n
fano	n
fanta	v
fantatra	adj
fany	n
faoka	v
faokaranomaso	n
fara	n
faraborona	n
farafarafara	n
farafaramandeha	n
farafarantalevana	n
farafarantany	n
farahafatra	n
farahatoka	n
faraidiny	n
faraingo	n
faraingososona	n
faraka	n
faralahy	n
faralambotra	n
faramandimby	n
farango	n
farantsa	n
farany	n
farara	n
fararano	n
fararemotra	n
farary	n
farasisa	n
faratampony	n
faratenda	n
faratra	n
faratsahana	misc
faratsaka	n
faratsinaibe	n
faravavy	n
faravazana	n
faravodilanitra	n
faray	n
farda	n
faria	n
faribava	n
faribody	n
faribohitra	n
faribolana	n
faridanonana	n
farifotra	n
farihy	n
farimanga	misc
farimaola	n
farimaty	n
farimbona	v
farina	v
faritanna	misc
faritany	n
faritra	n
faritsoka	v
farofy	n
faromaso	n
farombaka	n
farorabava	n
farorabola	n
faroradandy	n
faroradanitra	n
faroratra	v
fary	n
fasana	n
fasika	n
fasina	n
fasinkira	n
fasiny	misc
fasisma	n
fasitara	n
fatafa	n
fatahirizanabiby	n
fatambary	n
fatamby	n
fatiantoka	n
fatidra	n
fatika	n
fatimbalala	n
fatitra	n
fatorana	n
fatotra	n
fatotrahitra	n
fatra	n
fatrana	n
fatrany	n
fatratra	v
fatrifotony	n
fatritra	n
fatsaka	adj
fatsifatsy	n
fatsora	n
fatsy	n
faty	n
fatyhita	v
fay	v
fe	n
febroary	n
fefika	v
fefiloha	n
fefy	n
fehana	n
fehezambaryamandronono	n
fehezana	n
fehezandalna	n
fehezanteny	n
fehikibo	misc
fehilefitra	n
fehiloha	n
fehintenda	n
fehinteny	n
fehitenda	n
fehitra	n
fehitratra	n
fehivava	n
fehivavany	n
fehizay	v
fehizoro	n
fehy	n
fehykibo	n
fehyloha	n
feizay	v
felaborona	n
felambarika	n
felana	misc
felika	v
felipelika	v
femba	n
fempina	v
fenakoho	misc
fendrotra	v
fengoka	n
fenifeny	adj
fenitra	n
fenja	v
feno	adj
fenoy	misc
fentifenty	n
fentina	adj
fentsahona	adj
fenty	adj
feny	n
feo	n
fepetra	n
fepotoana	n
ferparasily	misc
fery	n
fesana	n
fesotra	n
feta	adj
fetaka	n
fetezana	n
fetika	n
fetoka	v
fetra	n
fetrika	n
fetrivoho	n
fetsaka	v
fetsy	v
fety	n
fezaka	v
fi	v
fia	v
fiadidiandraharaha	n
fiaka	n
fialamboly	n
fialantsasatra	n
fiara	n
fiarakaretsaka	n
fiarakodia	n
fiarambahoaka	n
fiarandalamby	n
fiaroloha	n
fiarovoalavony	n
fiazanaborona	n
fidirandrano	n
fidy	v
fierona	n
fifintinannytenyroakoahoe	n
fify	n
figoboka	n
fiharatra	n
fihary	n
fihatsaka	adj
fihatsibasy	n
fihatsimbasy	n
fihemba	n
fihenambidy	n
fihievo	n
fihifihy	n
fihina	n
fihitra	n
fihitsobasy	n
fihofany	n
fihogo	n
fihozohozo	n
fijakoko	n
fijanonantsoratra	n
fijonetra	n
fijoretra	n
fikarapoka	n
fikitra	n
fikodedy	n
fikohokoho	n
fikopaka	n
fikoraraika	n
fikotra	n
fila	n
filajilajiia	n
filamatra	n
filambotra	n
filana	n
filankevitra	n
filatro	n
filaza	n
filazantsara	n
filiba	n
filitra	n
filma	n
filo	n
filoha	n
filozofia	n
filozofy	n
filzfia	n
fimbary	n
finaritra	n
finday	n
findra	v
findrahahy	n
finga	n
fingotra	n
finjifinjy	misc
finlandy	n
finoana	n
fintsa	n
fintsambava	n
fioka	n
fiporetra	n
fira	v
firaisanaaranofo	n
firaka	n
firamainty	n
firambotra	n
firana	n
firatra	v
firavaka	n
firenena	n
fireo	n
fireona	n
firetsika	n
firifiry	adj
firinga	n
firintsy	n
firiotsandro	n
firitsoka	n
firsvsva	n
firy	num
fisadanyroa	n
fisaka	adj
fisaly	n
fisandratra	n
fisangaingy	n
fisarahanatampoka	n
fisatendro	n
fisatry	n
fiselisely	n
fisevosevo	n
fisika	n
fisisika	n
fisitona	n
fisoko	n
fitaka	n
fitampoha	n
fitana	n
fitaratra	n
fitaratraarotsioka	n
fitaratrynymaso	n
fitarikandro	n
fitaritarika	n
fitatra	n
fitavoka	n
fiteny	n
fitepo	n
fitia	n
fitiavanamaheryvaika	n
fitiliandro	n
fitiliky	n
fitilisaisy	n
fitilivaratsa	n
fitizy	n
fito	num
fitoambinifolo	num
fitodiantsambo	n
fitoerandranomainty	n
fitohizambalala	n
fitopolo	num
fitoraka	n
fitorianteny	n
fitoriany	misc
fitoroka	n
fitra	v
fitrebika	n
fitrikatrika	n
fitsaka	n
fitsidradra	n
fitsikala	n
fitsipika	n
fitsiraka	n
fitsirakaraka	n
fitsoha	n
fitsoka	v
fitsotsoka	n
fivaingavainga	n
fivalahetraka	n
fivalanandrano	n
fivarotamboky	n
fivarotamofo	n
fivarotampanafody	n
fivelyfandraka	n
fiverenanamiteraka	n
fivetro	n
fivindaka	n
fiviroka	n
fivoy	n
fizaingizaingy	misc
fizika	n
fiziniziny	n
fnoy	n
fo	n
foa	misc
foaba	v
foaka	n
foana	v
foaraka	n
fodelo	n
fodiana	n
fodifetsy	n
fodimainty	n
fodimavo	n
fody	v
fofoana	n
fofoka	n
fofombady	n
fofona	n
fofontany	n
fofosarita	n
fofotra	n
fofy	n
foha	v
fohatra	n
foheharina	n
fohehatra	n
fohy	adj
foibentaosarintany	n
foijaza	n
foitra	n
foitrabe	n
foitraivoho	n
foizina	n
foka	v
fokatra	v
foko	v
fokonolona	n
fokontany	n
folabanga	n
folaka	v
folakoho	n
folatanamanondro	n
folentika	n
folera	n
folesina	n
folihala	n
folo	num
foloalindahy	n
folokeliny	n
folokely	n
fololotra	v
folona	misc
folonjolona	n
folono	n
folopolorina	n
folovohitra	n
foly	v
fomahery	n
fomba	n
fombafanaovanjavatra	n
fombafilomanosana	n
fombandrazana	n
fombo	n
fompotany	n
fompotra	v
fona	n
fonaka	n
fondrana	n
fondro	n
fondroiny	n
fongana	v
fongarina	v
fongatra	misc
fongo	n
fongodoha	n
fongory	v
fongotra	n
fonitra	v
fonja	n
fonjafonjo	n
fonjozoro	n
fono	v
fonoka	v
fonombimainty	n
fonomboany	n
fonomboky	n
fonontanany	n
fononteny	n
fonoponodraha	n
fonosana	n
fontina	v
fonto	n
fontsy	n
fony	conj
fora	v
foraha	adj
forambana	n
forara	v
forehitra	adj
forera	adj
foretaka	v
forifotra	n
forinondry	n
foritra	n
forivato	adj
forofatra	n
forofotra	adj
forohana	n
foromazy	n
forombositra	n
forompototra	n
forona	v
forongo	n
forosety	n
forotsaka	n
fory	n
fosa	n
fositra	v
fotaka	n
fotatra	n
fotetaka	n
fotitra	n
fotoana	n
fotokopia	n
fotona	n
fotony	n
fotorana	v
fototra	n
fotrka	misc
fotroaka	v
fotsiangavo	n
fotsiangola	n
fotsiavadika	misc
fotsife	n
fotsifotsy	adj
fotsiny	n
fotsitaho	n
fotsivadihana	n
fotsy	adj
fotsyhehy	n
fotsyreniny	n
fotsyzanany	n
foty	n
foy	v
foza	n
fozafozafoza	v
fozahavatra	n
fradresse	n
fradventiste	n
fragronome	n
fragronomie	n
fraisa	n
fralbtre	n
fralgbre	n
framiante	n
framibe	n
frampoule	n
frantsa	n
frantsay	n
frapophle	n
frarabe	adj
frargentine	adj
frartre	n
fratmosphre	n
fratome	n
frautomobile	n
frazote	n
frbaionnette	n
frbaptme	n
frbarremine	n
frbatterie	n
frbelge	adj
frbgonia	n
frbigoudi	n
frblouse	n
frborne	n
frbote	n
frbotte	n
frbouddhisme	n
frbrahmanisme	n
frbretelle	n
frbribri	n
frbrosse	misc
frdamejeanne	misc
frdanse	n
frdelhuile	n
frdentelle	misc
frdiabte	n
frdiadme	n
frdiaire	n
frdiphtrie	n
frdiplme	n
frdizaine	misc
frdomino	misc
frdoublure	n
frdouzaine	n
frdrage	n
frdubeurre	n
frdynamite	n
frdysenterie	n
frenseigne	n
frenveloppe	n
frezy	n
frfeuillure	n
frfilao	n
frfiltre	n
frflanelle	n
frflote	n
frfoire	n
frfromage	misc
frfrre	n
frfte	n
frgamelle	n
frgare	n
frgazette	n
frgendarme	n
frglobe	n
frgographie	n
frgomtrie	n
frgoyana	adj
frgrade	n
frgrasdouble	n
frgreffe	n
frgrenade	n
frgrenadelle	n
frgrippe	n
frgrve	n
frguatmala	adj
frguette	n
frguitare	n
frhalte	n
frhitra	n
frhmatozoaire	n
frhmorroide	n
frindienne	n
frisraelita	n
frjudo	n
frjupe	n
frkermesse	n
frkpi	n
frlabire	n
frlaboratoire	n
frlabougie	n
frlabride	n
frlabrosse	n
frlabsinthe	n
frladaube	n
frladouane	n
frladresse	n
frlafarine	n
frlagale	n
frlagouge	n
frlagourmette	n
frlaguitare	n
frlaloi	n
frlambrissage	n
frlamende	n
frlamesse	n
frlamode	n
frlapelle	n
frlapole	n
frlapommade	n
frlaretraite	n
frlarmoire	n
frlaselle	n
frlasoie	n
frlasoupe	n
frlatable	n
frlaune	n
frlavarangue	n
frlavente	n
frleaudevie	n
frlibre	n
frlimonade	n
frlitanie	n
frlitre	n
frlivre	n
frlorange	n
frloterie	n
frloto	n
frlvite	n
frmadame	n
frmademoiselle	n
frmai	misc
frmariage	n
frmarmite	n
frmdaille	n
frmesure	n
frmilitaire	adj
frministre	n
frmissionnaire	misc
frmoderne	adj
frmodle	n
frmonpre	n
frmtre	n
frnote	n
frnovembre	n
fromazy	n
frpamplemousse	n
frpanne	n
frperle	n
frpeste	n
frphare	n
frphotographie	n
frpiano	n
frpile	n
frpingle	n
frpipe	n
frplante	n
frplume	n
frplvre	n
frpolimyiite	n
frpomme	n
frpompe	n
frposie	n
frpotasse	n
frpote	n
frprtre	n
frradioizayfanafohezananyhoeradiodiffusiona	n
frrallye	n
frregistre	n
frrime	n
frrose	n
frrugby	n
frrusse	adj
frsalade	n
frsardine	n
frseptembre	misc
frserinette	n
frserviette	n
frsignature	n
frski	n
frsminaire	n
frsminariste	n
frsofa	n
frtabatire	n
frtabli	n
frtasse	n
frthatre	n
frthologie	n
frtlgramme	n
frtlgraphe	n
frtlphone	n
frtombola	n
frtonnage	n
frtripanozome	n
frtrompette	misc
frtyphode	n
frvalse	n
frvalvule	n
frvangliste	n
frvarlope	n
frvase	n
frveine	n
frventouse	n
frverre	n
frvinaigre	n
frvitamine	n
frvoiture	n
frvolley	n
frvolontaire	n
fttjoko	n
fy	v
gabaka	adj
gabaridina	n
gaboka	adj
gadona	n
gadra	n
gadrafohy	n
gadragdra	adj
gadraka	adj
gadralava	n
gadrandalana	n
gadrantrano	n
gagaka	n
gagilahy	adj
gagka	n
gaigy	v
gaika	misc
gaka	n
gala	misc
galabina	adj
galera	n
galona	n
gama	n
gamatra	n
gamela	n
gana	v
ganagna	v
ganahomana	n
gaona	n
gaotra	n
gara	n
garaba	n
garabola	n
gararka	n
gararna	v
gararo	n
garazy	n
gareboka	n
garera	n
garro	v
gasy	adj
gatry	adj
gavo	n
gaza	n
gazety	n
gazoala	n
gazy	n
gebaka	adj
geboka	v
gedona	v
gedra	adj
gedragedragedra	v
gedrigedry	n
gehy	misc
geika	n
geja	v
geka	n
gela	n
gema	adj
gemo	n
gena	n
geogeoka	n
gera	adj
gerigesy	n
gia	n
giaka	n
gidana	n
gidro	n
giga	v
gigigigy	adj
gigika	v
gila	adj
gilio	n
giloby	n
gina	adj
gingana	n
gioka	n
girampa	n
girandine	n
girigirika	n
girika	n
giririoka	v
gisa	n
gisalahy	n
gisy	n
gitara	n
goaika	n
goana	v
goavana	adj
goavy	n
goay	adj
goba	n
gobile	n
goboka	adj
godana	n
godna	v
godra	v
godrika	adj
godro	n
goga	adj
goigoika	n
goika	v
goka	v
gola	misc
goleda	v
goma	adj
gomabe	n
gombaka	misc
gona	v
gongoro	n
gonona	v
gony	n
gora	n
gorabahana	n
gorabaka	n
gorabako	n
goraidraika	v
gorampa	misc
goraraika	v
gorera	adj
gorobaka	n
gorodana	n
gorodona	n
gororoana	v
gororona	misc
gosy	n
goverinora	n
governemanta	n
grady	n
grenady	n
grika	n
ha	n
haavo	misc
haba	n
habaka	v
habakabaka	n
habetsaka	n
habibo	n
habobo	n
haboka	adj
habokaboka	n
hadia	n
hadifetsy	n
hadihady	n
hadino	v
hadio	n
hadiry	n
hadivory	n
hadona	v
hadra	v
hady	v
hadytapaka	n
hafa	v
hafaladia	misc
hafaliandehibe	n
hafaraka	n
hafatra	n
hafeno	n
hafina	n
hafitra	n
hafoka	adj
hafotope	misc
hafotra	n
hafy	n
haga	n
hahia	n
hahy	v
haibolantany	n
haidirajy	n
haifomba	n
haify	n
haihainy	n
haihay	n
haika	v
haikaika	v
hainandro	n
haingihaingy	adj
haingo	n
haingy	adj
hainky	n
haino	v
hainteny	n
hairaha	n
haisoratra	n
haisy	n
haitao	n
haiteny	n
haitraitra	misc
haja	n
hajamba	n
hajary	v
hajia	n
hajy	n
haka	v
hakadiry	n
hakafokafoka	n
hakeo	v
hakiho	n
hakinga	n
hakitrokely	n
hako	n
hakonahakohako	misc
hala	v
halabe	n
halady	n
halahahalakalaka	n
halaho	n
halailay	n
halaka	n
halakahalakalaka	n
halakalaka	n
halakamalakalaka	n
halaky	adj
halala	n
halalaka	n
halama	v
halamo	misc
halampo	n
halampona	n
halana	n
halapata	n
halary	v
halatra	n
halava	v
halavitra	n
halavolo	n
halefaka	n
halehibe	n
halimo	n
halina	v
halita	v
halo	n
halohalika	v
halontraiona	n
halontralona	n
haloto	n
halotra	v
hama	adj
hamba	n
hambo	n
hamo	n
hamy	n
hana	v
hanja	n
hanky	n
hano	v
hanta	v
hany	n
hao	n
haodihaody	n
haody	n
haodynahaodihaody	v
haofotsy	n
haoka	v
haokanahaokaoka	v
haokaoka	n
haolahy	n
haolo	adj
haolonahaolohaolo	v
haona	n
haosy	misc
haotra	v
hapa	v
hapaoty	v
hapoka	v
hara	misc
harabo	n
haraboalavo	n
haraby	n
harafa	n
harafoka	n
haraka	misc
harakaraka	n
harambato	n
harambola	n
haramy	n
haranjo	v
haranjono	n
haranolona	n
harantratra	n
hararaotra	n
hararetra	v
hararo	v
harato	n
haratra	n
haratsaka	n
haratsoka	n
haravia	n
haravola	n
harefo	n
harena	n
harenjazavavy	n
haretsaha	v
harevaka	n
hareza	n
harihary	n
harihitra	n
harika	n
harikiuy	v
harina	v
hariry	n
harisika	n
hariva	n
harivo	n
haro	v
haroka	n
harokaty	n
harompotsy	n
harona	v
haroroka	n
hary	v
hasaka	n
hasarotra	n
hasiaka	n
hasihasy	adj
hasina	n
hasiso	n
hasy	n
hata	n
hatafa	n
hataika	misc
hataka	n
hatavy	n
hateza	n
hatina	n
hatoka	n
hatona	v
hatra	v
hatraboka	n
hatrafoka	n
hatraka	n
hatrakahatrakatraka	adj
hatrakatraka	misc
hatrotro	n
hatsaka	adj
hatsakatsaka	adj
hatsara	n
hatsatra	n
hatsiaka	adj
hatsika	misc
hatsivo	v
hatso	n
hatsohatsohatso	n
hatsotso	adj
hatsy	n
hauana	n
hauitrauitra	v
hauokauoka	adj
hauokavoka	v
hauona	n
havai	n
havana	n
havanaakaiky	n
havandra	n
havanja	n
havaotra	n
havatra	n
havatrahavatravatra	v
havatravatra	n
havatsa	n
havava	v
havia	n
havihavy	n
havina	n
havitra	n
havitravitra	v
havitrika	n
havoha	n
havoka	adj
havokavoka	n
havolona	n
havozo	n
havy	n
havyhauihauy	v
hay	adj
hayantsosonkoditra	n
hayvao	n
haza	n
hazaka	misc
hazakazaka	n
hazalambo	n
hazana	adj
hazandrano	n
hazangazano	n
hazary	n
hazihazy	v
hazo	n
hazolahy	n
hazolava	n
hazomalama	n
hazomalanga	n
hazomanga	n
hazombato	n
hazona	v
hazondandy	n
hazondrano	n
hazovato	n
he	n
heaihevy	v
hebaka	n
hebakebaka	n
hebiheby	n
hebikebika	v
hebintrebina	adj
heby	v
heeaheua	n
hefakefaka	v
hefikefika	v
hefy	n
hehaka	v
hehakehaka	adj
hehitra	n
hehy	n
heja	adj
hejaka	n
hekitara	n
helatra	n
helatrelatra	v
helika	v
helina	v
helingelina	v
helo	n
helodrano	n
heloka	n
helokabevava	n
helokarano	n
helotrelona	n
hembitra	adj
hemo	v
hemotra	v
hempa	adj
hempona	n
hena	n
henamaso	n
henatra	n
hendratra	n
hendratrendrany	n
hendrihendry	v
hendry	v
heniheny	n
henika	n
henikaja	n
henikenika	v
heningenina	n
heninkenina	v
henjana	n
henjihenjy	v
henjy	v
hentana	adj
hentitra	n
hentona	adj
hentsina	v
hentsona	v
heny	v
heoka	n
hepika	v
hera	n
heraka	adj
herana	n
herandambo	n
herika	v
herimpo	n
herina	v
herinandro	n
heringerina	n
herintaona	n
herodronono	n
heroka	n
herongerona	n
herotra	n
hertiana	v
hery	n
hetakoaka	n
hetatra	n
hetotra	v
hetra	misc
hetraketraka	n
hetraketroka	n
hetriha	v
hetrika	adj
hetriketriko	n
hetrina	adj
hetry	adj
hetsaka	n
hetsaketsaka	n
hetsi	num
hetsika	v
hetsiketsika	v
hetsy	n
hety	n
heuingeuina	n
heuitra	v
heuo	v
heva	n
hevaheua	n
heverina	adj
hevihevy	v
hevingevina	n
hevitra	n
hevo	v
hevy	n
heza	v
hezangezana	n
hia	adj
hidy	n
hihy	v
hika	v
hiky	n
hila	misc
hima	n
hina	n
hira	n
hita	v
hitsy	adj
hoaiza	n
hoaka	misc
hoakoaka	n
hoala	n
hoatra	v
hoatrinona	n
hoatro	n
hoavy	n
hobaka	n
hobana	n
hobankobana	v
hobina	adj
hoboka	adj
hoby	v
hoda	adj
hodibalaza	n
hodidina	v
hodimaso	n
hodina	v
hodipotsy	n
hoditra	n
hodiuitra	n
hodivitra	v
hoe	v
hoetrika	n
hofa	n
hofaka	n
hofakofaka	v
hofana	v
hofika	n
hofoka	n
hofokofoka	v
hoga	n
hogo	v
hoha	v
hohoka	v
hohona	n
hohy	v
hoika	v
holafitra	n
holaitra	v
holantrolana	v
holapata	n
holarina	adj
holatra	n
holatry	misc
holika	n
holoka	misc
holokoloka	adj
holontsina	n
holy	v
homamanta	n
homamiadana	n
homaranantsody	n
homarantsody	v
hombo	n
hombona	n
homby	v
homehy	n
homehyhehy	misc
homoka	v
homokomoka	n
homosy	adj
homy	n
hona	n
honaka	n
honankonaka	n
honankonana	adj
hondratra	v
hondrihondry	n
hondrokondroka	v
hondry	n
honhona	v
honikonika	v
honina	n
honinkonina	v
honjihonjy	adj
honjo	misc
honkoa	misc
honkona	adj
hono	v
hontihonty	v
hontsa	adj
hontsana	n
hontsina	v
hontsona	n
hontsy	v
hony	v
hopaka	v
hopetaka	n
hopitaly	n
horaka	v
horangorana	adj
horatsaka	n
horatsako	adj
horia	misc
horiaka	n
horijy	n
horika	n
horikorika	v
horintsina	n
horipika	v
horirana	v
horiridrano	n
horirika	n
horisy	misc
horita	n
horka	n
horko	n
horohorontany	n
horokoroka	n
horombary	n
horompotsy	n
horona	n
horonana	n
horondahy	n
horondany	n
horondrano	n
horonkorona	n
horova	n
horovitsika	n
horovy	n
hosina	v
hosoka	n
hosoko	n
hosokosoka	n
hosotra	v
hosy	v
hota	v
hotakotaka	n
hotana	v
hotankotana	n
hotika	adj
hotikotika	v
hoto	v
hotraka	n
hotro	v
hotsaka	v
hotsoka	n
houihouy	n
houihovy	n
houitra	adj
houotrouotra	n
houotrovotra	v
hovana	n
hovihovy	n
hovitra	n
hovotra	n
hovotrouotra	n
hoy	v
hozana	n
hozangozana	adj
hozangozano	n
hozatra	v
hozihozy	misc
hozona	v
hozongozona	n
htana	n
htelykely	n
huemina	n
iadivana	misc
iainga	v
iala	v
ialahy	v
ialimana	n
ialonana	misc
iana	misc
ianao	pron
ianareo	pron
ianona	n
ianto	n
iarovana	n
iatsy	v
iay	n
ibabantsaiky	n
ibavy	n
iboria	n
idahy	n
idealy	misc
idina	n
idirandoza	n
iditra	v
idy	n
ientika	n
ihany	v
iilo	adj
iingilingy	v
ikaky	n
ikala	n
ikelimalaza	n
ikirizana	misc
ikotra	n
iky	misc
ila	v
ilabetro	n
ilahoho	n
ilaifito	n
ilaimahery	n
ilakeliny	n
ilalana	n
ilana	v
ilangilangy	misc
ilasiray	n
ilasiroa	n
ilasitelo	n
ilasiventy	n
ilataolamaoja	n
ilavoamnla	n
ilay	pron
ilika	n
ilo	adj
iloka	n
imaroatody	n
imbalo	n
imbetsaka	v
imbo	v
imerina	n
impiry	v
impito	v
impolokely	v
inao	n
inay	n
indao	v
inday	v
india	n
indimy	v
indra	n
indrafo	n
indraika	v
indraimbava	n
indraindray	v
indrakindrafana	n
indrana	n
indranaindrany	misc
indranorona	n
indray	adv
indreny	misc
indreo	v
indreto	misc
indretsy	v
indri	n
indriako	n
indrindra	adv
indrisy	misc
indro	n
indroa	v
indroaroa	v
indroasina	misc
indry	misc
inefatra	v
inenina	v
ineny	n
infirmiera	n
inga	n
ingahy	n
inginingina	v
ingisa	misc
ingoa	n
injany	v
injeniera	n
ino	v
inona	n
internety	n
intsiao	n
intsivy	v
intsony	v
intsy	n
inty	n
iny	misc
io	pron
ioha	v
iomano	v
iombana	adj
iomy	v
ionika	v
iositra	n
ira	n
irafana	v
iraika	misc
iraikaambinifolo	num
iraikaambinnyfolo	n
iraimbilanja	n
iraisana	n
iraizodafy	n
iraizopototra	n
iraizotongotra	n
iraizotra	n
iraka	n
iray	num
iraytoazato	n
ireny	misc
ireo	pron
ireroa	misc
irerokatra	n
irery	adj
ireto	n
iretony	misc
iretsy	misc
irikatra	n
irina	n
iritra	v
iroa	misc
irokitra	n
irony	n
iroy	n
iry	n
isa	num
isalahy	n
isampangady	n
isanandro	n
ise	misc
isika	pron
isina	misc
isitra	v
isy	v
ita	v
italiana	n
italianina	n
itatra	v
itiavana	n
itikitra	misc
ito	misc
itosana	v
itoy	pron
itrika	n
itsy	v
ity	n
iva	v
ivaka	n
ivakivaka	v
ivelany	n
ivivy	adj
ivo	adj
ivoho	n
ivondanja	n
ivy	n
iza	n
izahay	pron
izaho	pron
izaitratra	adj
izaitsizy	v
izany	pron
izao	pron
izary	misc
izatony	misc
izatsony	misc
izatsy	misc
izaty	n
izavavy	misc
izay	pron
izayinona	n
izina	n
izy	pron
izyireo	pron
jaba	n
jabilao	n
jabo	n
jaboady	n
jabolevona	adj
jabora	n
jadina	misc
jadona	n
jadonivo	n
jafa	n
jafaiafa	v
jafajafajafa	v
jahatra	n
jahidy	adj
jaiko	v
jaingy	n
jaingyjaingijaingy	n
jajajaiajaja	v
jajirika	v
jaka	v
jaketra	n
jako	adj
jakoko	adj
jaky	n
jala	n
jaly	n
jama	n
jamala	n
jamba	adj
jamdka	n
jamoka	adj
jananaika	n
jananaikajananaka	n
janga	adj
jangajangajanga	v
jango	adj
jangoranga	adj
janjana	n
janoary	n
janona	v
jany	adj
jao	adj
jaobe	adj
jaomalanga	n
japana	n
japy	n
jarabaka	n
jaradona	v
jarafovoa	misc
jaraingiraingy	n
